player_name,player_url,year,team_name,team_url,age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
Brian Elliott,/players/e/elliobr01.html,2011,,,25,55,51,15,27,9,166,1551,1385,.893,3.34,3,2983,17,.333,15,123,-30.88,0,0,0,0
Dan Ellis,/players/e/ellisda01.html,2011,,,30,44,37,21,10,7,111,1089,978,.898,2.77,2,2408,16,.432,10,117,-16.13,0,1,1,0
Ray Emery,/players/e/emeryra01.html,2011,ANA,/teams/ANA/2011.html,28,10,9,7,2,0,20,272,252,.926,2.28,0,527,5,.556,0,,,0,0,0,0
Jhonas Enroth,/players/e/enrotjh01.html,2011,BUF,/teams/BUF/2011.html,22,14,13,9,2,2,35,377,342,.907,2.73,1,769,7,.538,2,107,-2.16,0,0,0,0
Marc-Andre Fleury,/players/f/fleurma01.html,2011,PIT,/teams/PIT/2011.html,26,65,62,36,20,5,143,1742,1599,.918,2.32,3,3695,37,.597,10,94,8.76,0,1,1,10
Mathieu Garon,/players/g/garonma01.html,2011,CBJ,/teams/CBJ/2011.html,33,36,29,10,14,6,88,887,799,.901,2.72,3,1938,10,.345,5,114,-10.73,0,1,1,2
Martin Gerber,/players/g/gerbema01.html,2011,EDM,/teams/EDM/2011.html,36,3,3,3,0,0,4,95,91,.958,1.30,0,185,3,1.000,0,,,0,1,1,0
Jean-Sebastien Giguere,/players/g/gigueje01.html,2011,TOR,/teams/TOR/2011.html,33,33,26,11,11,4,78,777,699,.900,2.87,0,1633,13,.500,3,115,-10.31,0,0,0,4
Jonas Gustavsson,/players/g/gustajo01.html,2011,TOR,/teams/TOR/2011.html,26,23,21,6,13,2,68,620,552,.890,3.29,0,1242,6,.286,4,126,-13.99,0,0,0,0
Jaroslav Halak,/players/h/halakja01.html,2011,STL,/teams/STL/2011.html,25,57,57,27,21,7,136,1518,1382,.910,2.48,7,3294,32,.561,7,103,-3.76,0,0,0,6
Johan Hedberg,/players/h/hedbejo01.html,2011,NJD,/teams/NJD/2011.html,37,34,27,15,12,2,68,777,709,.912,2.38,3,1717,17,.630,4,100,-0.31,0,1,1,4
Jonas Hiller,/players/h/hillejo01.html,2011,ANA,/teams/ANA/2011.html,28,49,46,26,16,3,114,1493,1379,.924,2.56,5,2672,26,.565,5,88,16.06,0,1,1,0
Braden Holtby,/players/h/holtbbr01.html,2011,WSH,/teams/WSH/2011.html,21,14,12,10,2,2,22,332,310,.934,1.79,2,736,8,.667,2,76,6.92,0,1,1,0
Jimmy Howard,/players/h/howarja02.html,2011,DET,/teams/DET/2011.html,26,63,63,37,17,5,168,1830,1662,.908,2.79,2,3615,30,.476,8,105,-8.58,0,1,1,4
Brent Johnson,/players/j/johnsbr02.html,2011,PIT,/teams/PIT/2011.html,33,23,20,13,5,3,47,604,557,.922,2.17,1,1297,15,.750,4,89,5.62,0,1,1,24
Chad Johnson,/players/j/johnsch02.html,2011,NYR,/teams/NYR/2011.html,24,1,0,0,0,0,2,11,9,.818,6.00,0,20,0,,0,,,0,0,0,0
Henrik Karlsson,/players/k/karlshe01.html,2011,CGY,/teams/CGY/2011.html,27,17,11,4,5,6,36,391,355,.908,2.58,0,838,6,.545,3,106,-1.94,0,0,0,0
Nikolai Khabibulin,/players/k/khabini01.html,2011,EDM,/teams/EDM/2011.html,38,47,46,10,32,4,153,1389,1236,.890,3.40,2,2701,15,.326,12,126,-32.00,0,0,0,12
Anton Khudobin,/players/k/khudoan01.html,2011,MIN,/teams/MIN/2011.html,24,4,3,2,1,0,5,86,81,.942,1.59,1,189,2,.667,1,,,0,0,0,0
Miikka Kiprusoff,/players/k/kiprumi01.html,2011,CGY,/teams/CGY/2011.html,34,71,71,37,24,6,182,1935,1753,.906,2.63,6,4156,39,.549,14,108,-13.43,0,1,1,2
Mikko Koskinen,/players/k/koskimi01.html,2011,NYI,/teams/NYI/2011.html,22,4,4,2,1,0,15,118,103,.873,4.33,0,208,2,.500,2,,,0,0,0,0
Jason LaBarbera,/players/l/labarja01.html,2011,PHX,/teams/PHX/2011.html,31,17,15,7,6,3,48,529,481,.909,3.26,2,883,10,.667,3,104,-1.92,0,0,0,2
Patrick Lalime,/players/l/lalimpa01.html,2011,BUF,/teams/BUF/2011.html,36,7,4,0,5,0,18,163,145,.890,2.96,0,365,0,.000,1,,,0,1,1,0
Nathan Lawson,/players/l/lawsona01.html,2011,NYI,/teams/NYI/2011.html,27,10,7,1,4,2,26,243,217,.893,4.06,0,384,3,.429,2,,,0,0,0,0
Pascal Leclaire,/players/l/leclapa01.html,2011,OTT,/teams/OTT/2011.html,28,14,13,4,7,1,36,391,355,.908,2.83,0,763,8,.615,1,106,-1.94,0,0,0,0
Robin Lehner,/players/l/lehnero01.html,2011,OTT,/teams/OTT/2011.html,19,8,5,1,4,0,20,178,158,.888,3.52,0,341,1,.200,2,,,0,0,0,2
Kari Lehtonen,/players/l/lehtoka01.html,2011,DAL,/teams/DAL/2011.html,27,69,68,34,24,11,175,2043,1868,.914,2.55,3,4119,38,.559,8,98,2.98,0,6,6,6
Michael Leighton,/players/l/leighmi01.html,2011,PHI,/teams/PHI/2011.html,29,1,1,1,0,0,4,36,32,.889,4.00,0,60,0,.000,0,,,0,0,0,0
David LeNeveu,/players/l/lenevda01.html,2011,CBJ,/teams/CBJ/2011.html,27,1,0,0,0,0,2,12,10,.833,6.00,0,20,0,,0,,,0,0,0,0
Anders Lindback,/players/l/lindban01.html,2011,NSH,/teams/NSH/2011.html,22,22,18,11,5,2,49,576,527,.915,2.60,2,1131,12,.667,2,98,1.18,0,0,0,0
Henrik Lundqvist,/players/l/lundqhe01.html,2011,NYR,/teams/NYR/2011.html,28,68,67,36,27,5,152,1965,1813,.923,2.28,11,4007,36,.537,9,89,19.18,0,4,4,6
Roberto Luongo,/players/l/luongro01.html,2011,VAN,/teams/VAN/2011.html,31,60,60,38,15,7,126,1753,1627,.928,2.11,4,3590,40,.667,4,83,26.71,0,3,3,2
Joey MacDonald,/players/m/macdojo01.html,2011,DET,/teams/DET/2011.html,30,15,9,5,5,3,31,372,341,.917,2.58,1,721,3,.333,2,96,1.41,0,0,0,0
Peter Mannino,/players/m/mannipe01.html,2011,ATL,/teams/ATL/2011.html,26,2,0,0,0,0,5,36,31,.861,4.11,0,73,0,,0,,,0,0,0,0
Jacob Markstrom,/players/m/marksja02.html,2011,FLA,/teams/FLA/2011.html,21,1,0,0,1,0,2,14,12,.857,3.00,0,40,0,,0,,,0,0,0,0
Chris Mason,/players/m/masonch02.html,2011,ATL,/teams/ATL/2011.html,34,33,27,13,13,3,95,882,787,.892,3.39,1,1682,9,.333,6,124,-18.16,0,0,0,4
Steve Mason,/players/m/masonst01.html,2011,CBJ,/teams/CBJ/2011.html,22,54,53,24,21,7,153,1541,1388,.901,3.03,3,3027,25,.472,14,114,-18.75,0,1,1,2
Thomas McCollum,/players/m/mccolth01.html,2011,DET,/teams/DET/2011.html,21,1,0,0,0,0,3,8,5,.625,12.00,0,15,0,,0,,,0,0,0,0
Curtis McElhinney,/players/m/mcelhcu01.html,2011,,,27,28,22,9,13,1,74,721,647,.897,3.18,2,1395,9,.409,7,118,-11.19,0,1,1,0
Mike McKenna,/players/m/mckenmi01.html,2011,NJD,/teams/NJD/2011.html,27,2,1,0,1,0,6,56,50,.893,3.05,0,118,0,.000,0,,,0,0,0,0
Ryan Miller,/players/m/millery01.html,2011,BUF,/teams/BUF/2011.html,30,66,65,34,22,8,165,1964,1799,.916,2.59,5,3829,39,.600,9,96,6.10,0,2,2,6
Al Montoya,/players/m/montoal01.html,2011,NYI,/teams/NYI/2011.html,25,20,18,9,5,5,46,585,539,.921,2.39,1,1154,13,.722,0,90,4.96,0,1,1,2
Michal Neuvirth,/players/n/neuvimi01.html,2011,WSH,/teams/WSH/2011.html,22,48,44,27,12,4,110,1283,1173,.914,2.45,4,2689,21,.477,4,98,1.77,0,0,0,0
Antti Niemi,/players/n/niemian02.html,2011,SJS,/teams/SJS/2011.html,27,60,60,35,18,6,140,1741,1601,.920,2.38,6,3524,37,.617,6,92,11.67,0,1,1,2
Antero Niittymaki,/players/n/niittan01.html,2011,SJS,/teams/SJS/2011.html,30,24,22,12,7,3,64,615,551,.896,2.72,0,1414,11,.500,5,119,-10.42,0,0,0,2
Chris Osgood,/players/o/osgooch01.html,2011,DET,/teams/DET/2011.html,38,11,10,5,3,2,29,298,269,.903,2.77,0,629,5,.500,2,,,0,0,0,4
Ondrej Pavelec,/players/p/pavelon01.html,2011,ATL,/teams/ATL/2011.html,23,58,54,21,23,9,147,1705,1558,.914,2.73,4,3225,26,.481,8,99,1.53,0,0,0,4
Justin Peters,/players/p/peterju01.html,2011,CAR,/teams/CAR/2011.html,24,12,8,3,5,1,43,343,300,.875,3.98,0,648,3,.375,1,144,-13.12,0,0,0,4
Timo Pielmeier,/players/p/pielmti01.html,2011,ANA,/teams/ANA/2011.html,21,1,0,0,0,0,5,12,7,.583,7.50,0,40,0,,0,,,0,0,0,0
Kevin Poulin,/players/p/poulike01.html,2011,NYI,/teams/NYI/2011.html,20,10,7,4,2,1,20,262,242,.924,2.44,0,491,5,.714,1,,,0,0,0,0
Carey Price,/players/p/priceca01.html,2011,MTL,/teams/MTL/2011.html,23,72,70,38,28,6,165,2147,1982,.923,2.35,8,4206,42,.600,9,88,22.04,0,2,2,13
Jonathan Quick,/players/q/quickjo01.html,2011,LAK,/teams/LAK/2011.html,25,61,60,35,22,3,134,1631,1497,.918,2.24,6,3591,37,.617,7,94,8.09,0,2,2,0
Tuukka Rask,/players/r/rasktu01.html,2011,BOS,/teams/BOS/2011.html,23,29,27,11,14,2,71,866,795,.918,2.67,2,1594,16,.593,4,94,4.44,0,0,0,2
Andrew Raycroft,/players/r/raycran01.html,2011,DAL,/teams/DAL/2011.html,30,19,14,8,5,0,40,446,406,.910,2.83,2,847,7,.500,4,103,-1.15,0,0,0,0
James Reimer,/players/r/reimeja01.html,2011,TOR,/teams/TOR/2011.html,22,37,35,20,10,5,90,1134,1044,.921,2.60,3,2080,21,.600,4,91,8.79,0,1,1,2
Pekka Rinne,/players/r/rinnepe01.html,2011,NSH,/teams/NSH/2011.html,28,64,64,33,22,9,134,1905,1771,.930,2.12,6,3789,43,.672,8,81,31.96,0,0,0,12
Dwayne Roloson,/players/r/rolosdw01.html,2011,,,41,54,54,24,25,5,138,1596,1458,.914,2.59,4,3199,30,.556,8,99,1.04,0,2,2,8
Cory Schneider,/players/s/schneco01.html,2011,VAN,/teams/VAN/2011.html,24,25,22,16,4,2,51,714,663,.929,2.23,1,1372,15,.682,3,82,11.20,0,3,3,0
Mike Smith,/players/s/smithmi01.html,2011,TBL,/teams/TBL/2011.html,28,22,20,13,6,1,58,576,518,.899,2.90,1,1202,10,.500,5,116,-7.82,0,1,1,2
Alex Stalock,/players/s/staloal01.html,2011,SJS,/teams/SJS/2011.html,23,1,0,1,0,0,0,9,9,1.000,0.00,0,30,0,,0,,,0,0,0,0
Jose Theodore,/players/t/theodjo01.html,2011,MIN,/teams/MIN/2011.html,34,32,29,15,11,3,81,963,882,.916,2.71,1,1793,16,.552,2,97,2.89,0,0,0,2
Tim Thomas,/players/t/thomati01.html,2011,BOS,/teams/BOS/2011.html,36,57,55,35,11,9,112,1811,1699,.938,2.00,9,3364,41,.745,3,71,45.77,0,3,3,13
Marty Turco,/players/t/turcoma01.html,2011,CHI,/teams/CHI/2011.html,35,29,27,11,11,3,82,799,717,.897,3.02,1,1631,10,.370,5,118,-12.39,0,0,0,6
Semyon Varlamov,/players/v/varlasi01.html,2011,WSH,/teams/WSH/2011.html,22,27,25,11,9,5,58,759,701,.924,2.23,2,1560,18,.720,2,88,8.12,0,0,0,2
Tomas Vokoun,/players/v/vokouto01.html,2011,FLA,/teams/FLA/2011.html,34,57,57,22,28,5,137,1753,1616,.922,2.55,6,3224,31,.544,8,90,15.71,0,1,1,2
Cam Ward,/players/w/wardca01.html,2011,CAR,/teams/CAR/2011.html,26,74,73,37,26,10,184,2375,2191,.923,2.56,4,4318,43,.589,8,89,22.90,0,1,1,0
Craig Anderson,/players/a/andercr01.html,2012,OTT,/teams/OTT/2012.html,30,63,60,33,22,6,165,1917,1752,.914,2.84,3,3492,34,.567,9,100,0.75,0,4,4,4
Alex Auld,/players/a/auldal01.html,2012,OTT,/teams/OTT/2012.html,31,14,8,2,4,2,36,310,274,.884,3.35,0,645,2,.250,2,,,0,0,0,0
Richard Bachman,/players/b/bachmri01.html,2012,DAL,/teams/DAL/2012.html,24,18,15,8,5,1,43,477,434,.910,2.77,1,933,9,.600,2,104,-1.76,0,1,1,0
Niklas Backstrom,/players/b/backsni01.html,2012,MIN,/teams/MIN/2012.html,33,46,45,19,18,7,105,1299,1194,.919,2.43,4,2590,24,.533,8,93,7.31,0,2,2,2
Jonathan Bernier,/players/b/bernijo01.html,2012,LAK,/teams/LAK/2012.html,23,16,13,5,6,2,35,383,348,.909,2.36,1,890,6,.462,1,106,-1.88,0,0,0,0
Martin Biron,/players/b/bironma01.html,2012,NYR,/teams/NYR/2012.html,34,21,20,12,6,2,50,519,469,.904,2.46,2,1220,7,.350,4,111,-5.13,0,3,3,0
Ben Bishop,/players/b/bishobe01.html,2012,OTT,/teams/OTT/2012.html,25,10,9,3,3,2,22,243,221,.909,2.48,0,532,5,.556,1,,,0,0,0,2
Sergei Bobrovsky,/players/b/bobrose01.html,2012,PHI,/teams/PHI/2012.html,23,29,25,14,10,2,78,769,691,.899,3.02,0,1550,11,.440,5,117,-11.51,0,0,0,0
Brian Boucher,/players/b/bouchbr01.html,2012,CAR,/teams/CAR/2012.html,35,10,8,1,6,1,31,260,229,.881,3.41,0,546,2,.250,2,,,0,0,0,0
Martin Brodeur,/players/b/brodema01.html,2012,NJD,/teams/NJD/2012.html,39,59,59,31,21,4,136,1472,1336,.908,2.41,3,3392,29,.492,11,107,-8.73,0,4,4,2
Ilya Bryzgalov,/players/b/bryzgil01.html,2012,PHI,/teams/PHI/2012.html,31,59,57,33,16,7,141,1554,1413,.909,2.48,6,3415,32,.561,14,105,-6.64,0,2,2,4
Peter Budaj,/players/b/budajpe01.html,2012,MTL,/teams/MTL/2012.html,29,17,17,5,7,5,44,508,464,.913,2.55,0,1037,8,.471,0,100,-0.08,0,3,3,2
Sebastien Caron,/players/c/caronse01.html,2012,TBL,/teams/TBL/2012.html,31,3,2,1,1,0,7,57,50,.877,3.11,0,135,1,.500,1,,,0,0,0,0
Scott Clemmensen,/players/c/clemmsc01.html,2012,FLA,/teams/FLA/2012.html,34,30,25,14,6,6,67,773,706,.913,2.57,1,1566,16,.640,5,100,-0.16,0,1,1,0
Ty Conklin,/players/c/conklty01.html,2012,DET,/teams/DET/2012.html,35,15,13,5,6,1,44,378,334,.884,3.28,1,805,5,.385,4,135,-11.32,0,1,1,0
Corey Crawford,/players/c/crawfco01.html,2012,CHI,/teams/CHI/2012.html,27,57,55,30,17,7,146,1507,1361,.903,2.72,0,3218,27,.491,13,112,-15.70,0,0,0,0
Yann Danis,/players/d/danisya01.html,2012,EDM,/teams/EDM/2012.html,30,1,0,0,0,0,2,12,10,.833,3.75,0,32,0,,0,,,0,0,0,0
Jeff Deslauriers,/players/d/drouije01.html,2012,ANA,/teams/ANA/2012.html,27,4,4,3,1,0,11,113,102,.903,2.74,0,241,2,.500,0,,,0,0,0,0
Rick DiPietro,/players/d/dipieri01.html,2012,NYI,/teams/NYI/2012.html,30,8,6,3,2,3,22,177,155,.876,3.73,0,354,1,.167,2,,,0,2,2,0
Devan Dubnyk,/players/d/dubnyde01.html,2012,EDM,/teams/EDM/2012.html,25,47,42,20,20,3,118,1380,1262,.914,2.67,2,2653,23,.548,6,99,1.32,0,1,1,0
Brian Elliott,/players/e/elliobr01.html,2012,STL,/teams/STL/2012.html,26,38,36,23,10,4,58,972,914,.940,1.56,9,2235,28,.778,1,69,26.04,0,0,0,0
Dan Ellis,/players/e/ellisda01.html,2012,ANA,/teams/ANA/2012.html,31,10,5,1,5,0,19,214,195,.911,2.72,0,419,1,.200,1,,,0,1,1,0
Ray Emery,/players/e/emeryra01.html,2012,CHI,/teams/CHI/2012.html,29,34,27,15,9,4,83,834,751,.900,2.81,0,1774,12,.444,5,115,-10.89,0,1,1,2
Jhonas Enroth,/players/e/enrotjh01.html,2012,BUF,/teams/BUF/2012.html,23,26,22,8,11,4,63,756,693,.917,2.70,1,1399,15,.682,4,96,2.37,0,0,0,2
Marc-Andre Fleury,/players/f/fleurma01.html,2012,PIT,/teams/PIT/2012.html,27,67,64,42,17,4,153,1768,1615,.913,2.36,3,3896,36,.563,7,100,-0.13,0,2,2,4
Brian Foster,/players/f/fostebr01.html,2012,FLA,/teams/FLA/2012.html,24,1,0,0,0,0,0,1,1,1.000,0.00,0,5,0,,0,,,0,0,0,0
Mathieu Garon,/players/g/garonma01.html,2012,TBL,/teams/TBL/2012.html,34,48,44,23,16,4,118,1191,1073,.901,2.85,1,2484,20,.455,7,115,-15.02,0,2,2,0
Jean-Sebastien Giguere,/players/g/gigueje01.html,2012,COL,/teams/COL/2012.html,34,32,30,15,11,3,69,850,781,.919,2.27,2,1820,19,.633,4,94,4.49,0,0,0,2
Thomas Greiss,/players/g/greisth01.html,2012,SJS,/teams/SJS/2012.html,26,19,14,9,7,1,40,472,432,.915,2.30,0,1043,7,.500,2,98,0.81,0,0,0,2
Jonas Gustavsson,/players/g/gustajo01.html,2012,TOR,/teams/TOR/2012.html,27,42,36,17,17,4,112,1147,1035,.902,2.92,4,2301,14,.389,2,113,-12.83,0,1,1,4
Matt Hackett,/players/h/hackema01.html,2012,MIN,/teams/MIN/2012.html,21,12,7,3,6,0,22,282,260,.922,2.37,0,556,3,.429,2,,,0,0,0,0
Jaroslav Halak,/players/h/halakja01.html,2012,STL,/teams/STL/2012.html,26,46,46,26,12,7,90,1211,1121,.926,1.97,6,2747,29,.630,5,86,14.71,0,0,0,0
Josh Harding,/players/h/hardijo01.html,2012,MIN,/teams/MIN/2012.html,27,34,30,13,12,4,81,981,900,.917,2.62,2,1855,18,.600,4,95,3.82,0,0,0,0
Johan Hedberg,/players/h/hedbejo01.html,2012,NJD,/teams/NJD/2012.html,38,27,23,17,7,2,59,718,659,.918,2.23,4,1591,12,.522,1,95,3.08,0,0,0,2
Jonas Hiller,/players/h/hillejo01.html,2012,ANA,/teams/ANA/2012.html,29,73,72,29,30,12,182,2021,1839,.910,2.57,4,4253,39,.542,14,104,-7.26,0,1,1,0
Braden Holtby,/players/h/holtbbr01.html,2012,WSH,/teams/WSH/2012.html,22,7,6,4,2,1,15,192,177,.922,2.49,1,361,3,.500,1,,,0,0,0,0
Jimmy Howard,/players/h/howarja02.html,2012,DET,/teams/DET/2012.html,27,57,57,35,17,4,119,1496,1377,.920,2.12,6,3360,35,.614,8,92,10.35,0,1,1,6
Shawn Hunwick,/players/h/hunwish01.html,2012,CBJ,/teams/CBJ/2012.html,24,1,0,0,0,0,0,0,0,,0.00,0,3,0,,0,,,0,0,0,0
Leland Irving,/players/i/irvinle01.html,2012,CGY,/teams/CGY/2012.html,23,7,7,1,3,3,21,239,218,.912,3.20,0,394,5,.714,1,,,0,0,0,0
Brent Johnson,/players/j/johnsbr02.html,2012,PIT,/teams/PIT/2012.html,34,16,14,6,7,2,42,359,317,.883,3.11,0,811,4,.286,5,135,-10.96,0,1,1,0
Henrik Karlsson,/players/k/karlshe01.html,2012,CGY,/teams/CGY/2012.html,28,9,7,1,4,2,24,239,215,.900,3.17,0,454,2,.286,1,,,0,0,0,0
Nikolai Khabibulin,/players/k/khabini01.html,2012,EDM,/teams/EDM/2012.html,39,40,40,12,20,7,100,1114,1014,.910,2.65,2,2261,20,.500,6,104,-3.68,0,0,0,0
Anton Khudobin,/players/k/khudoan01.html,2012,BOS,/teams/BOS/2012.html,25,1,1,1,0,0,1,45,44,.978,1.00,0,60,1,1.000,0,,,0,0,0,0
Miikka Kiprusoff,/players/k/kiprumi01.html,2012,CGY,/teams/CGY/2012.html,35,70,68,35,22,11,162,2040,1878,.921,2.35,4,4128,40,.588,6,92,14.38,0,0,0,0
Jason LaBarbera,/players/l/labarja01.html,2012,PHX,/teams/PHX/2012.html,32,19,14,3,9,3,43,486,443,.912,2.54,0,1015,8,.571,1,102,-0.98,0,0,0,2
Robin Lehner,/players/l/lehnero01.html,2012,OTT,/teams/OTT/2012.html,20,5,5,3,2,0,10,154,144,.935,2.01,1,299,4,.800,0,,,0,0,0,0
Kari Lehtonen,/players/l/lehtoka01.html,2012,DAL,/teams/DAL/2012.html,28,59,59,32,22,4,136,1739,1603,.922,2.33,4,3497,36,.610,7,90,14.36,0,3,3,0
Anders Lindback,/players/l/lindban01.html,2012,NSH,/teams/NSH/2012.html,23,16,10,5,8,0,32,364,332,.912,2.42,0,792,5,.500,2,102,-0.53,0,1,1,0
Henrik Lundqvist,/players/l/lundqhe01.html,2012,NYR,/teams/NYR/2012.html,29,62,62,39,18,5,123,1753,1630,.930,1.97,8,3754,40,.645,3,81,28.57,0,2,2,4
Roberto Luongo,/players/l/luongro01.html,2012,VAN,/teams/VAN/2012.html,32,55,54,31,14,8,127,1577,1450,.919,2.41,5,3162,32,.593,7,93,9.35,0,1,1,4
Joey MacDonald,/players/m/macdojo01.html,2012,DET,/teams/DET/2012.html,31,14,12,8,5,1,29,330,301,.912,2.16,0,806,5,.417,1,102,-0.47,0,0,0,0
Drew MacIntyre,/players/m/macindr01.html,2012,BUF,/teams/BUF/2012.html,28,2,0,0,0,0,1,18,17,.944,1.40,0,43,0,,0,,,0,0,0,0
Peter Mannino,/players/m/mannipe01.html,2012,WPG,/teams/WPG/2012.html,27,1,0,0,0,0,0,4,4,1.000,0.00,0,20,0,,0,,,0,0,0,0
Jacob Markstrom,/players/m/marksja02.html,2012,FLA,/teams/FLA/2012.html,22,7,6,2,4,1,17,222,205,.923,2.66,0,383,3,.500,0,,,0,0,0,0
Chris Mason,/players/m/masonch02.html,2012,WPG,/teams/WPG/2012.html,35,20,15,8,7,1,43,422,379,.898,2.59,2,995,6,.400,3,118,-6.51,0,0,0,0
Steve Mason,/players/m/masonst01.html,2012,CBJ,/teams/CBJ/2012.html,23,46,45,16,26,3,143,1355,1212,.894,3.39,1,2534,19,.422,15,122,-25.84,0,2,2,2
Curtis McElhinney,/players/m/mcelhcu01.html,2012,PHX,/teams/PHX/2012.html,28,2,1,1,0,0,2,36,34,.944,1.67,0,72,1,1.000,0,,,0,0,0,0
Ryan Miller,/players/m/millery01.html,2012,BUF,/teams/BUF/2012.html,31,61,60,31,21,7,150,1788,1638,.916,2.55,6,3536,33,.550,7,97,4.59,0,0,0,0
Al Montoya,/players/m/montoal01.html,2012,NYI,/teams/NYI/2012.html,26,31,26,9,11,5,89,832,743,.893,3.10,0,1720,13,.500,8,124,-17.06,0,0,0,2
Mike Murphy,/players/m/murphmi02.html,2012,CAR,/teams/CAR/2012.html,23,2,0,0,1,0,0,9,9,1.000,0.00,0,36,0,,0,,,0,0,0,0
Evgeni Nabokov,/players/n/nabokev01.html,2012,NYI,/teams/NYI/2012.html,36,42,41,19,18,3,101,1172,1071,.914,2.55,2,2378,23,.561,8,100,0.33,0,0,0,6
Michal Neuvirth,/players/n/neuvimi01.html,2012,WSH,/teams/WSH/2012.html,23,38,30,13,13,5,95,976,881,.903,2.82,3,2020,15,.500,4,113,-10.61,0,1,1,2
Antti Niemi,/players/n/niemian02.html,2012,SJS,/teams/SJS/2012.html,28,68,68,34,22,9,159,1865,1706,.915,2.42,6,3936,36,.529,9,99,2.25,0,0,0,2
Anders Nilsson,/players/n/nilssan01.html,2012,NYI,/teams/NYI/2012.html,21,4,3,1,2,0,10,112,102,.911,2.75,1,218,2,.667,0,,,0,0,0,0
Ondrej Pavelec,/players/p/pavelon01.html,2012,WPG,/teams/WPG/2012.html,24,68,67,29,28,9,191,2036,1845,.906,2.91,4,3932,35,.522,12,108,-14.96,0,2,2,0
Justin Peters,/players/p/peterju01.html,2012,CAR,/teams/CAR/2012.html,25,7,6,2,3,2,16,233,217,.931,2.48,1,387,5,.833,0,,,0,0,0,0
Kevin Poulin,/players/p/poulike01.html,2012,NYI,/teams/NYI/2012.html,21,6,6,2,4,0,15,162,147,.907,3.04,0,296,2,.333,1,,,0,1,1,0
Carey Price,/players/p/priceca01.html,2012,MTL,/teams/MTL/2012.html,24,65,65,26,28,11,160,1914,1754,.916,2.43,4,3944,35,.538,8,97,5.49,0,2,2,6
Jonathan Quick,/players/q/quickjo01.html,2012,LAK,/teams/LAK/2012.html,26,69,68,35,21,13,133,1863,1730,.929,1.95,10,4099,43,.632,8,83,28.08,0,2,2,6
Tuukka Rask,/players/r/rasktu01.html,2012,BOS,/teams/BOS/2012.html,24,23,22,11,8,3,44,621,577,.929,2.05,3,1289,13,.591,4,82,9.69,0,0,0,2
Andrew Raycroft,/players/r/raycran01.html,2012,DAL,/teams/DAL/2012.html,31,10,8,2,8,0,31,303,272,.898,3.52,0,529,3,.375,2,,,0,0,0,0
James Reimer,/players/r/reimeja01.html,2012,TOR,/teams/TOR/2012.html,23,34,34,14,14,4,97,974,877,.900,3.10,3,1879,13,.382,9,115,-12.79,0,0,0,0
Pekka Rinne,/players/r/rinnepe01.html,2012,NSH,/teams/NSH/2012.html,29,73,72,43,18,8,166,2153,1987,.923,2.39,5,4169,44,.611,10,89,20.15,0,5,5,0
Dwayne Roloson,/players/r/rolosdw01.html,2012,TBL,/teams/TBL/2012.html,42,40,31,13,16,3,128,1126,998,.886,3.66,1,2099,9,.290,9,131,-30.64,0,0,0,6
Jussi Rynnas,/players/r/rynnaju01.html,2012,TOR,/teams/TOR/2012.html,24,2,1,0,1,0,7,40,33,.825,4.24,0,99,0,.000,1,,,0,0,0,0
Curtis Sanford,/players/s/sanfocu01.html,2012,CBJ,/teams/CBJ/2012.html,32,36,32,10,18,4,86,971,885,.911,2.60,1,1983,18,.563,6,102,-2.05,0,0,0,0
Cory Schneider,/players/s/schneco01.html,2012,VAN,/teams/VAN/2012.html,25,33,28,20,8,1,60,945,885,.937,1.96,3,1833,20,.714,2,73,21.71,0,2,2,0
Ben Scrivens,/players/s/scrivbe01.html,2012,TOR,/teams/TOR/2012.html,25,12,11,4,5,2,35,359,324,.903,3.12,0,672,5,.455,1,113,-3.96,0,0,0,4
Mike Smith,/players/s/smithmi01.html,2012,PHX,/teams/PHX/2012.html,29,67,67,38,18,10,144,2066,1922,.930,2.21,8,3903,42,.627,9,81,34.63,0,2,2,16
Iiro Tarkki,/players/t/tarkkii01.html,2012,ANA,/teams/ANA/2012.html,26,1,0,1,0,0,3,10,7,.700,4.39,0,41,0,,0,,,0,0,0,0
Jose Theodore,/players/t/theodjo01.html,2012,FLA,/teams/FLA/2012.html,35,53,51,22,16,11,125,1502,1377,.917,2.46,3,3049,32,.627,6,96,4.87,0,0,0,2
Brad Thiessen,/players/t/thiesbr01.html,2012,PIT,/teams/PIT/2012.html,25,5,4,3,1,0,16,113,97,.858,3.72,0,258,2,.500,1,,,0,0,0,2
Tim Thomas,/players/t/thomati01.html,2012,BOS,/teams/BOS/2012.html,37,59,55,35,19,1,132,1659,1527,.920,2.36,5,3352,30,.545,3,92,11.44,0,1,1,0
Dustin Tokarski,/players/t/tokardu01.html,2012,TBL,/teams/TBL/2012.html,22,5,5,1,3,1,14,116,102,.879,3.44,0,244,1,.200,2,,,0,1,1,2
Marty Turco,/players/t/turcoma01.html,2012,BOS,/teams/BOS/2012.html,36,5,4,2,2,0,16,110,94,.855,3.68,0,261,1,.250,2,,,0,0,0,2
