player_name,player_url,year,team_name,team_url,age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
Semyon Varlamov,/players/v/varlasi01.html,2012,COL,/teams/COL/2012.html,23,53,52,26,24,3,136,1564,1428,.913,2.59,4,3151,28,.538,10,101,-0.77,0,1,1,2
Tomas Vokoun,/players/v/vokouto01.html,2012,WSH,/teams/WSH/2012.html,35,48,46,25,17,2,108,1299,1191,.917,2.51,4,2583,23,.500,8,96,4.31,0,2,2,4
Cam Ward,/players/w/wardca01.html,2012,CAR,/teams/CAR/2012.html,27,68,68,30,23,13,182,2143,1961,.915,2.74,5,3988,38,.559,10,98,3.29,1,0,1,4
Allen York,/players/y/yorkal01.html,2012,CBJ,/teams/CBJ/2012.html,22,11,5,3,2,0,16,199,183,.920,2.30,0,417,3,.600,0,,,0,0,0,0
Sami Aittokallio,/players/a/aittosa01.html,2013,COL,/teams/COL/2013.html,20,1,1,0,0,0,2,25,23,.920,2.45,0,49,1,1.000,0,,,0,0,0,0
Jake Allen,/players/a/allenja01.html,2013,STL,/teams/STL/2013.html,22,15,13,9,4,0,33,346,313,.905,2.46,1,804,6,.462,4,108,-2.53,0,0,0,0
Craig Anderson,/players/a/andercr01.html,2013,OTT,/teams/OTT/2013.html,31,24,24,12,9,2,40,677,637,.941,1.69,3,1421,17,.708,1,67,19.63,0,0,0,0
Richard Bachman,/players/b/bachmri01.html,2013,DAL,/teams/DAL/2013.html,25,13,8,6,5,0,33,288,255,.885,3.25,0,609,4,.500,3,130,-7.63,0,0,0,0
Niklas Backstrom,/players/b/backsni01.html,2013,MIN,/teams/MIN/2013.html,34,42,41,24,15,3,98,1072,974,.909,2.48,2,2368,18,.439,8,104,-3.58,0,0,0,2
Jonathan Bernier,/players/b/bernijo01.html,2013,LAK,/teams/LAK/2013.html,24,14,12,9,3,1,24,306,282,.922,1.88,1,768,8,.667,1,89,2.95,0,1,1,0
Martin Biron,/players/b/bironma01.html,2013,NYR,/teams/NYR/2013.html,35,6,5,2,2,1,13,156,143,.917,2.32,0,336,2,.400,1,,,0,0,0,0
Ben Bishop,/players/b/bishobe01.html,2013,,,26,22,21,11,9,1,56,701,645,.920,2.67,2,1260,14,.667,3,91,5.74,0,0,0,2
Sergei Bobrovsky,/players/b/bobrose01.html,2013,CBJ,/teams/CBJ/2013.html,24,38,37,21,11,6,74,1084,1010,.932,2.00,4,2219,26,.703,4,78,21.48,0,0,0,0
Brian Boucher,/players/b/bouchbr01.html,2013,PHI,/teams/PHI/2013.html,36,4,1,0,2,0,6,55,49,.891,2.50,0,144,0,.000,0,,,0,0,0,0
Martin Brodeur,/players/b/brodema01.html,2013,NJD,/teams/NJD/2013.html,40,29,29,13,9,7,65,654,589,.901,2.22,2,1757,15,.517,6,113,-7.40,1,2,3,0
Ilya Bryzgalov,/players/b/bryzgil01.html,2013,PHI,/teams/PHI/2013.html,32,40,40,19,17,3,107,1066,959,.900,2.79,1,2298,20,.500,10,114,-13.11,0,3,3,0
Peter Budaj,/players/b/budajpe01.html,2013,MTL,/teams/MTL/2013.html,30,13,10,8,1,1,25,273,248,.908,2.29,1,656,6,.600,2,104,-0.95,0,0,0,0
Scott Clemmensen,/players/c/clemmsc01.html,2013,FLA,/teams/FLA/2013.html,35,19,11,3,7,2,53,421,368,.874,3.67,0,866,3,.273,4,143,-15.92,0,0,0,0
Corey Crawford,/players/c/crawfco01.html,2013,CHI,/teams/CHI/2013.html,28,30,28,19,5,5,57,769,712,.926,1.94,3,1761,19,.679,1,84,10.73,0,0,0,4
Yann Danis,/players/d/danisya01.html,2013,EDM,/teams/EDM/2013.html,31,3,0,1,0,0,7,59,52,.881,3.82,0,110,0,,0,,,0,0,0,0
Cedrick Desjardins,/players/d/desjace01.html,2013,TBL,/teams/TBL/2013.html,27,3,2,0,3,0,8,73,65,.890,3.00,0,160,0,.000,0,,,0,0,0,0
Rick DiPietro,/players/d/dipieri01.html,2013,NYI,/teams/NYI/2013.html,31,3,3,0,3,0,12,83,71,.855,4.09,0,176,0,.000,1,,,0,0,0,0
Devan Dubnyk,/players/d/dubnyde01.html,2013,EDM,/teams/EDM/2013.html,26,38,37,14,16,6,90,1132,1042,.920,2.57,2,2101,20,.541,5,90,9.70,0,0,0,0
Brian Elliott,/players/e/elliobr01.html,2013,STL,/teams/STL/2013.html,27,24,20,14,8,1,49,526,477,.907,2.28,3,1292,12,.600,6,106,-2.67,0,0,0,0
Dan Ellis,/players/e/ellisda01.html,2013,CAR,/teams/CAR/2013.html,32,19,16,6,8,2,52,555,503,.906,3.13,1,997,8,.500,4,106,-3.12,0,2,2,0
Ray Emery,/players/e/emeryra01.html,2013,CHI,/teams/CHI/2013.html,30,21,19,17,1,0,36,460,424,.922,1.94,3,1116,12,.632,1,89,4.52,0,0,0,0
Jhonas Enroth,/players/e/enrotjh01.html,2013,BUF,/teams/BUF/2013.html,24,12,9,4,4,1,27,332,305,.919,2.60,1,623,7,.778,1,92,2.24,0,0,0,0
Viktor Fasth,/players/f/fasthvi01.html,2013,ANA,/teams/ANA/2013.html,30,25,23,15,6,2,52,661,609,.921,2.18,4,1428,14,.609,3,89,6.22,0,0,0,0
Marc-Andre Fleury,/players/f/fleurma01.html,2013,PIT,/teams/PIT/2013.html,28,33,31,23,8,0,74,881,807,.916,2.39,1,1858,15,.484,5,95,3.60,0,2,2,2
Jeff Frazee,/players/f/frazeje01.html,2013,NJD,/teams/NJD/2013.html,25,1,0,0,0,0,0,3,3,1.000,0.00,0,19,0,,0,,,0,0,0,0
Mathieu Garon,/players/g/garonma01.html,2013,TBL,/teams/TBL/2013.html,35,18,16,5,9,2,44,427,383,.897,2.90,0,910,6,.375,4,117,-6.39,0,0,0,0
Jean-Sebastien Giguere,/players/g/gigueje01.html,2013,COL,/teams/COL/2013.html,35,18,14,5,4,4,43,469,426,.908,2.84,0,908,4,.286,1,104,-1.69,0,0,0,4
Thomas Greiss,/players/g/greisth01.html,2013,SJS,/teams/SJS/2013.html,27,6,5,1,4,0,13,153,140,.915,2.53,1,308,3,.600,1,,,0,0,0,0
Philipp Grubauer,/players/g/grubaph01.html,2013,WSH,/teams/WSH/2013.html,21,2,1,0,1,0,5,59,54,.915,3.57,0,84,0,.000,0,,,0,0,0,0
Jonas Gustavsson,/players/g/gustajo01.html,2013,DET,/teams/DET/2013.html,28,7,4,2,2,1,17,140,123,.879,2.92,0,349,2,.500,1,,,0,1,1,2
Matt Hackett,/players/h/hackema01.html,2013,MIN,/teams/MIN/2013.html,22,1,1,0,1,0,5,33,28,.848,5.08,0,59,0,.000,1,,,0,0,0,0
Jaroslav Halak,/players/h/halakja01.html,2013,STL,/teams/STL/2013.html,27,16,15,6,5,1,29,286,257,.899,2.14,3,813,7,.467,4,115,-3.81,0,1,1,0
Josh Harding,/players/h/hardijo01.html,2013,MIN,/teams/MIN/2013.html,28,5,3,1,1,0,10,73,63,.863,3.24,1,185,1,.333,2,,,0,0,0,0
Johan Hedberg,/players/h/hedbejo01.html,2013,NJD,/teams/NJD/2013.html,39,19,19,6,10,3,51,435,384,.883,2.76,1,1108,9,.474,6,133,-12.69,0,1,1,4
Jonas Hiller,/players/h/hillejo01.html,2013,ANA,/teams/ANA/2013.html,30,26,25,15,6,4,59,675,616,.913,2.36,1,1498,14,.560,2,99,0.45,0,1,1,2
Braden Holtby,/players/h/holtbbr01.html,2013,WSH,/teams/WSH/2013.html,23,36,35,23,12,1,90,1123,1033,.920,2.58,4,2089,20,.571,5,91,8.91,0,2,2,2
Jimmy Howard,/players/h/howarja02.html,2013,DET,/teams/DET/2013.html,28,42,42,21,13,7,87,1129,1042,.923,2.13,5,2446,26,.619,7,87,12.44,0,1,1,0
Carter Hutton,/players/h/huttoca01.html,2013,CHI,/teams/CHI/2013.html,27,1,1,0,1,0,3,28,25,.893,3.05,0,59,0,.000,0,,,0,0,0,0
Leland Irving,/players/i/irvinle01.html,2013,CGY,/teams/CGY/2013.html,24,6,5,2,1,1,15,128,113,.883,3.33,0,270,1,.200,2,,,0,1,1,0
Chad Johnson,/players/j/johnsch02.html,2013,PHX,/teams/PHX/2013.html,26,4,4,2,0,2,5,108,103,.954,1.21,1,247,3,.750,0,,,0,0,0,0
Nikolai Khabibulin,/players/k/khabini01.html,2013,EDM,/teams/EDM/2013.html,40,12,11,4,6,1,29,376,347,.923,2.54,1,684,6,.545,1,88,4.12,0,0,0,0
Anton Khudobin,/players/k/khudoan01.html,2013,BOS,/teams/BOS/2013.html,26,14,14,9,4,1,31,388,357,.920,2.32,1,803,8,.571,3,91,3.17,0,0,0,4
Keith Kinkaid,/players/k/kinkake01.html,2013,NJD,/teams/NJD/2013.html,23,1,0,0,0,0,1,13,12,.923,2.31,0,26,0,,0,,,0,0,0,0
Miikka Kiprusoff,/players/k/kiprumi01.html,2013,CGY,/teams/CGY/2013.html,36,24,24,8,14,2,77,650,573,.882,3.44,0,1344,10,.417,9,134,-19.75,0,1,1,0
Darcy Kuemper,/players/k/kuempda01.html,2013,MIN,/teams/MIN/2013.html,22,6,3,1,2,0,10,119,109,.916,2.08,0,288,2,.667,0,,,0,0,0,0
Jason LaBarbera,/players/l/labarja01.html,2013,PHX,/teams/PHX/2013.html,33,15,10,4,6,2,32,418,386,.923,2.64,0,726,5,.500,0,87,4.82,0,0,0,0
Robin Lehner,/players/l/lehnero01.html,2013,OTT,/teams/OTT/2013.html,21,12,12,5,3,4,27,424,397,.936,2.20,0,735,10,.833,0,72,10.34,0,0,0,0
Kari Lehtonen,/players/l/lehtoka01.html,2013,DAL,/teams/DAL/2013.html,29,36,35,15,14,3,88,1050,962,.916,2.66,1,1986,21,.600,5,95,4.48,0,2,2,0
Michael Leighton,/players/l/leighmi01.html,2013,PHI,/teams/PHI/2013.html,31,1,1,0,1,0,5,26,21,.808,5.08,0,59,0,.000,1,,,0,0,0,0
Anders Lindback,/players/l/lindban01.html,2013,TBL,/teams/TBL/2013.html,24,24,21,10,10,1,63,642,579,.902,2.90,0,1304,11,.524,3,111,-6.45,0,1,1,0
Henrik Lundqvist,/players/l/lundqhe01.html,2013,NYR,/teams/NYR/2013.html,30,43,43,24,16,3,88,1190,1102,.926,2.05,2,2575,29,.674,1,84,16.81,0,1,1,0
Roberto Luongo,/players/l/luongro01.html,2013,VAN,/teams/VAN/2013.html,33,20,18,9,6,3,51,551,500,.907,2.56,2,1197,11,.611,3,105,-2.47,0,0,0,0
Joey MacDonald,/players/m/macdojo01.html,2013,CGY,/teams/CGY/2013.html,32,21,17,8,9,1,55,562,507,.902,2.87,0,1148,7,.412,3,111,-5.50,0,0,0,0
Jacob Markstrom,/players/m/marksja02.html,2013,FLA,/teams/FLA/2013.html,23,23,23,8,14,1,68,685,617,.901,3.22,0,1266,9,.391,6,113,-7.67,0,0,0,0
Chris Mason,/players/m/masonch02.html,2013,NSH,/teams/NSH/2013.html,36,11,6,1,7,1,29,229,200,.873,3.73,0,467,3,.500,2,144,-8.83,0,0,0,0
Steve Mason,/players/m/masonst01.html,2013,,,24,20,17,7,8,1,47,561,514,.916,2.59,0,1090,7,.412,1,95,2.41,0,1,1,0
Ryan Miller,/players/m/millery01.html,2013,BUF,/teams/BUF/2013.html,32,40,39,17,17,5,108,1270,1162,.915,2.81,0,2302,21,.538,4,97,3.86,0,0,0,2
Al Montoya,/players/m/montoal01.html,2013,WPG,/teams/WPG/2013.html,27,7,5,3,1,0,17,168,151,.899,2.91,1,351,2,.400,2,,,0,0,0,0
Petr Mrazek,/players/m/mrazepe01.html,2013,DET,/teams/DET/2013.html,20,2,2,1,1,0,4,51,47,.922,2.02,0,119,1,.500,0,,,0,0,0,0
Evgeni Nabokov,/players/n/nabokev01.html,2013,NYI,/teams/NYI/2013.html,37,41,41,23,11,7,103,1139,1036,.910,2.50,3,2475,20,.488,5,103,-2.68,0,4,4,6
Michal Neuvirth,/players/n/neuvimi01.html,2013,WSH,/teams/WSH/2013.html,24,13,12,4,5,2,33,367,334,.910,2.74,0,723,7,.583,2,102,-0.68,0,0,0,0
Antti Niemi,/players/n/niemian02.html,2013,SJS,/teams/SJS/2013.html,29,43,43,24,12,6,93,1220,1127,.924,2.16,4,2581,29,.674,3,87,14.45,0,1,1,2
Cristopher Nilstorp,/players/n/nihlsch01.html,2013,DAL,/teams/DAL/2013.html,28,5,5,1,3,1,15,146,131,.897,3.09,0,291,2,.400,2,,,0,0,0,0
Ondrej Pavelec,/players/p/pavelon01.html,2013,WPG,/teams/WPG/2013.html,25,44,43,21,20,3,119,1251,1132,.905,2.80,0,2553,19,.442,8,108,-8.82,0,0,0,2
Justin Peters,/players/p/peterju01.html,2013,CAR,/teams/CAR/2013.html,26,19,16,4,11,1,55,506,451,.891,3.46,1,954,6,.375,3,123,-10.43,0,0,0,0
Kevin Poulin,/players/p/poulike01.html,2013,NYI,/teams/NYI/2013.html,22,5,4,1,3,0,13,122,109,.893,3.02,0,258,2,.500,1,,,0,0,0,0
Carey Price,/players/p/priceca01.html,2013,MTL,/teams/MTL/2013.html,25,39,38,21,13,4,97,1018,921,.905,2.59,3,2249,21,.553,8,108,-7.34,0,0,0,0
Jonathan Quick,/players/q/quickjo01.html,2013,LAK,/teams/LAK/2013.html,27,37,36,18,13,4,87,889,802,.902,2.45,1,2134,20,.556,9,111,-8.70,0,0,0,2
Tuukka Rask,/players/r/rasktu01.html,2013,BOS,/teams/BOS/2013.html,25,36,34,19,10,5,70,980,910,.929,2.00,5,2104,25,.735,4,81,16.32,0,1,1,0
James Reimer,/players/r/reimeja01.html,2013,TOR,/teams/TOR/2013.html,24,33,31,19,8,5,76,995,919,.924,2.46,4,1856,17,.548,2,87,11.64,0,1,1,0
Pekka Rinne,/players/r/rinnepe01.html,2013,NSH,/teams/NSH/2013.html,30,43,42,15,16,8,99,1101,1002,.910,2.43,5,2444,22,.524,10,102,-2.03,0,1,1,8
Jussi Rynnas,/players/r/rynnaju01.html,2013,TOR,/teams/TOR/2013.html,25,1,0,0,0,0,0,6,6,1.000,0.00,0,10,0,,0,,,0,0,0,0
Cory Schneider,/players/s/schneco01.html,2013,VAN,/teams/VAN/2013.html,26,30,30,17,9,4,61,835,774,.927,2.11,5,1733,21,.700,4,83,12.54,0,1,1,0
Ben Scrivens,/players/s/scrivbe01.html,2013,TOR,/teams/TOR/2013.html,26,20,17,7,9,0,46,542,496,.915,2.69,2,1025,10,.588,3,96,1.74,0,0,0,6
Mike Smith,/players/s/smithmi01.html,2013,PHX,/teams/PHX/2013.html,30,34,34,15,12,5,84,938,854,.910,2.58,5,1956,17,.500,7,102,-1.38,0,0,0,0
Alex Stalock,/players/s/staloal01.html,2013,SJS,/teams/SJS/2013.html,25,2,0,0,0,1,2,13,11,.846,2.86,0,42,0,,0,,,0,0,0,0
Daniel Taylor,/players/t/tayloda02.html,2013,CGY,/teams/CGY/2013.html,26,2,2,1,1,0,6,68,62,.912,3.00,0,120,1,.500,0,,,0,0,0,0
Jose Theodore,/players/t/theodjo01.html,2013,FLA,/teams/FLA/2013.html,36,15,14,4,6,3,42,391,349,.893,3.29,0,766,5,.357,5,122,-7.56,0,0,0,2
Semyon Varlamov,/players/v/varlasi01.html,2013,COL,/teams/COL/2013.html,24,35,33,11,21,3,98,1007,909,.903,3.02,3,1950,12,.364,7,110,-9.31,0,1,1,0
Tomas Vokoun,/players/v/vokouto01.html,2013,PIT,/teams/PIT/2013.html,36,20,17,13,4,0,42,519,477,.919,2.45,3,1029,9,.529,5,92,3.71,0,2,2,2
Cam Ward,/players/w/wardca01.html,2013,CAR,/teams/CAR/2013.html,28,17,16,9,6,1,44,477,433,.908,2.84,0,929,8,.500,3,105,-1.99,0,0,0,0
Sami Aittokallio,/players/a/aittosa01.html,2014,COL,/teams/COL/2014.html,21,1,1,0,1,0,3,18,15,.833,4.50,0,40,0,.000,1,,,0,0,0,0
Frederik Andersen,/players/a/anderfr01.html,2014,ANA,/teams/ANA/2014.html,24,28,24,20,5,0,60,783,723,.923,2.29,0,1569,12,.500,0,89,7.47,0,1,1,0
Craig Anderson,/players/a/andercr01.html,2014,OTT,/teams/OTT/2014.html,32,53,52,25,16,8,150,1680,1530,.911,3.00,4,3000,26,.500,10,104,-5.24,0,1,1,2
Richard Bachman,/players/b/bachmri01.html,2014,EDM,/teams/EDM/2014.html,26,3,3,0,2,1,7,83,76,.916,3.02,0,139,1,.333,2,,,0,0,0,0
Niklas Backstrom,/players/b/backsni01.html,2014,MIN,/teams/MIN/2014.html,35,21,19,5,11,2,55,546,491,.899,3.02,0,1094,9,.474,3,117,-7.95,0,0,0,0
Jonathan Bernier,/players/b/bernijo01.html,2014,TOR,/teams/TOR/2014.html,25,55,49,26,19,7,138,1787,1649,.923,2.68,1,3084,30,.612,5,90,15.98,0,1,1,4
Reto Berra,/players/b/berrare01.html,2014,,,27,31,29,9,18,3,88,820,732,.893,3.07,0,1720,14,.483,7,125,-17.34,0,0,0,2
Martin Biron,/players/b/bironma01.html,2014,NYR,/teams/NYR/2014.html,36,2,1,0,1,0,9,38,29,.763,7.61,0,71,0,.000,1,,,0,0,0,0
Ben Bishop,/players/b/bishobe01.html,2014,TBL,/teams/TBL/2014.html,27,63,63,37,14,7,133,1758,1625,.924,2.23,5,3586,38,.603,8,88,18.48,0,2,2,4
Sergei Bobrovsky,/players/b/bobrose01.html,2014,CBJ,/teams/CBJ/2014.html,25,58,57,32,20,5,131,1699,1568,.923,2.38,5,3299,35,.614,5,89,15.40,0,1,1,2
Martin Brodeur,/players/b/brodema01.html,2014,NJD,/teams/NJD/2014.html,41,39,39,19,14,6,96,971,875,.901,2.51,3,2297,18,.462,8,115,-12.33,0,3,3,2
Ilya Bryzgalov,/players/b/bryzgil01.html,2014,,,33,32,30,12,9,8,81,891,810,.909,2.68,4,1814,16,.533,4,106,-4.23,0,0,0,0
Peter Budaj,/players/b/budajpe01.html,2014,MTL,/teams/MTL/2014.html,31,24,21,10,8,3,56,615,559,.909,2.51,1,1338,9,.429,3,106,-3.01,0,0,0,6
Jack Campbell,/players/c/campbja01.html,2014,DAL,/teams/DAL/2014.html,22,1,1,0,1,0,6,47,41,.872,6.00,0,60,0,.000,0,,,0,0,0,0
Scott Clemmensen,/players/c/clemmsc01.html,2014,FLA,/teams/FLA/2014.html,36,17,14,6,7,1,47,454,407,.896,3.09,0,914,6,.429,3,120,-7.88,0,1,1,0
Corey Crawford,/players/c/crawfco01.html,2014,CHI,/teams/CHI/2014.html,29,59,56,32,16,10,128,1533,1405,.917,2.26,2,3395,31,.554,6,97,4.09,0,1,1,0
John Curry,/players/c/curryjo01.html,2014,MIN,/teams/MIN/2014.html,29,2,1,1,0,0,4,57,53,.930,3.00,0,80,1,1.000,0,,,0,0,0,0
Cedrick Desjardins,/players/d/desjace01.html,2014,TBL,/teams/TBL/2014.html,28,1,0,0,1,0,2,13,11,.846,6.67,0,18,0,,0,,,0,0,0,2
Devan Dubnyk,/players/d/dubnyde01.html,2014,,,27,34,31,11,18,3,103,945,842,.891,3.43,2,1802,11,.355,8,126,-21.57,0,0,0,6
Brian Elliott,/players/e/elliobr01.html,2014,STL,/teams/STL/2014.html,28,31,25,18,6,2,53,681,628,.922,1.96,4,1624,15,.600,2,90,5.68,0,2,2,0
Dan Ellis,/players/e/ellisda01.html,2014,,,33,20,16,5,11,0,62,514,452,.879,3.62,1,1027,4,.250,6,140,-17.71,0,1,1,0
Ray Emery,/players/e/emeryra01.html,2014,PHI,/teams/PHI/2014.html,31,28,21,9,12,2,69,711,642,.903,2.96,2,1398,11,.524,2,113,-7.74,0,0,0,31
Jhonas Enroth,/players/e/enrotjh01.html,2014,BUF,/teams/BUF/2014.html,25,28,26,4,17,5,74,834,760,.911,2.82,0,1574,14,.538,3,103,-2.14,0,0,0,0
Joacim Eriksson,/players/e/eriksjo01.html,2014,VAN,/teams/VAN/2014.html,23,1,0,,,,6,31,25,.806,10.00,0,36,0,,0,,,0,0,0,0
Viktor Fasth,/players/f/fasthvi01.html,2014,,,31,12,12,5,5,2,33,340,307,.903,2.82,0,701,5,.417,2,113,-3.70,0,0,0,0
Marc-Andre Fleury,/players/f/fleurma01.html,2014,PIT,/teams/PIT/2014.html,29,64,64,39,18,5,150,1774,1624,.915,2.37,5,3792,33,.516,11,98,2.86,0,0,0,4
John Gibson,/players/g/gibsojo02.html,2014,ANA,/teams/ANA/2014.html,20,3,3,3,0,0,4,87,83,.954,1.33,1,181,3,1.000,0,,,0,0,0,0
Jean-Sebastien Giguere,/players/g/gigueje01.html,2014,COL,/teams/COL/2014.html,36,22,19,11,6,1,53,608,555,.913,2.62,2,1212,12,.632,4,101,-0.61,0,0,0,4
Thomas Greiss,/players/g/greisth01.html,2014,PHX,/teams/PHX/2014.html,28,25,20,10,8,5,50,626,576,.920,2.29,2,1312,12,.600,2,93,3.94,0,0,0,0
Philipp Grubauer,/players/g/grubaph01.html,2014,WSH,/teams/WSH/2014.html,22,17,14,6,5,5,35,469,434,.925,2.38,0,883,9,.643,2,87,5.41,0,0,0,0
Kristers Gudlevskis,/players/g/gudlekr01.html,2014,TBL,/teams/TBL/2014.html,21,1,1,1,0,0,2,38,36,.947,2.00,0,60,1,1.000,0,,,0,0,0,0
Jonas Gustavsson,/players/g/gustajo01.html,2014,DET,/teams/DET/2014.html,29,27,26,16,5,4,68,735,667,.907,2.63,0,1551,13,.500,6,107,-4.67,0,0,0,0
Matt Hackett,/players/h/hackema01.html,2014,BUF,/teams/BUF/2014.html,23,8,8,1,6,1,22,239,217,.908,3.10,0,426,4,.500,1,,,0,0,0,0
Jaroslav Halak,/players/h/halakja01.html,2014,,,28,52,50,29,13,7,110,1385,1275,.921,2.25,5,2939,30,.600,6,92,9.34,0,1,1,0
Andrew Hammond,/players/h/hammoan01.html,2014,OTT,/teams/OTT/2014.html,25,1,0,,,,0,11,11,1.000,0.00,0,35,0,,0,,,0,0,0,0
Josh Harding,/players/h/hardijo01.html,2014,MIN,/teams/MIN/2014.html,29,29,26,18,7,3,46,690,644,.933,1.65,3,1668,21,.808,3,77,13.45,0,0,0,0
Cal Heeter,/players/h/heeteca01.html,2014,PHI,/teams/PHI/2014.html,25,1,1,0,0,1,5,38,33,.868,4.69,0,64,0,.000,0,,,0,0,0,0
Magnus Hellberg,/players/h/hellbma01.html,2014,NSH,/teams/NSH/2014.html,22,1,0,,,,1,4,3,.750,5.00,0,12,0,,0,,,0,0,0,0
Jonas Hiller,/players/h/hillejo01.html,2014,ANA,/teams/ANA/2014.html,31,50,50,29,13,7,120,1348,1228,.911,2.48,5,2909,27,.540,11,103,-3.85,0,2,2,0
Braden Holtby,/players/h/holtbbr01.html,2014,WSH,/teams/WSH/2014.html,24,48,45,23,15,4,126,1475,1349,.915,2.85,4,2656,26,.578,7,99,1.10,0,2,2,7
Jimmy Howard,/players/h/howarja02.html,2014,DET,/teams/DET/2014.html,29,51,50,21,19,11,133,1482,1349,.910,2.66,2,3004,25,.500,7,104,-5.30,0,0,0,6
Michael Hutchinson,/players/h/hutchmi01.html,2014,WPG,/teams/WPG/2014.html,23,3,3,2,1,0,5,88,83,.943,1.64,0,183,3,1.000,0,,,0,0,0,0
Carter Hutton,/players/h/huttoca01.html,2014,NSH,/teams/NSH/2014.html,28,40,34,20,11,4,91,1006,915,.910,2.62,1,2085,15,.441,8,105,-4.32,0,1,1,2
Chad Johnson,/players/j/johnsch02.html,2014,BOS,/teams/BOS/2014.html,27,27,23,17,4,3,53,708,655,.925,2.10,2,1511,15,.652,2,87,8.01,0,0,0,0
Martin Jones,/players/j/jonesma02.html,2014,LAK,/teams/LAK/2014.html,24,19,18,12,6,0,33,500,467,.934,1.81,4,1095,13,.722,1,77,10.08,0,1,1,0
Nikolai Khabibulin,/players/k/khabini01.html,2014,CHI,/teams/CHI/2014.html,41,4,4,1,0,1,14,74,60,.811,5.00,0,168,1,.250,3,,,0,0,0,0
Anton Khudobin,/players/k/khudoan01.html,2014,CAR,/teams/CAR/2014.html,27,36,34,19,14,1,80,1076,996,.926,2.30,1,2084,22,.647,2,86,12.72,0,0,0,0
Connor Knapp,/players/k/knappco01.html,2014,BUF,/teams/BUF/2014.html,23,2,1,0,0,1,4,32,28,.875,3.12,0,77,0,.000,0,,,0,1,1,0
Darcy Kuemper,/players/k/kuempda01.html,2014,MIN,/teams/MIN/2014.html,23,26,25,12,8,4,60,702,642,.915,2.43,2,1480,12,.480,4,99,0.49,0,0,0,0
Jason LaBarbera,/players/l/labarja01.html,2014,EDM,/teams/EDM/2014.html,34,7,4,1,3,0,19,146,127,.870,3.28,0,348,0,.000,3,,,0,0,0,0
Eddie Lack,/players/l/lacked01.html,2014,VAN,/teams/VAN/2014.html,26,41,37,16,17,5,93,1052,959,.912,2.41,4,2319,20,.541,5,103,-2.35,0,0,0,0
Nathan Lawson,/players/l/lawsona01.html,2014,OTT,/teams/OTT/2014.html,30,1,0,,,,2,10,8,.800,10.00,0,12,0,,0,,,0,0,0,0
Robin Lehner,/players/l/lehnero01.html,2014,OTT,/teams/OTT/2014.html,22,36,30,12,15,6,99,1141,1042,.913,3.06,1,1942,19,.633,5,101,-0.68,0,0,0,4
Kari Lehtonen,/players/l/lehtoka01.html,2014,DAL,/teams/DAL/2014.html,30,65,64,33,20,10,153,1888,1735,.919,2.41,5,3804,36,.563,10,94,9.68,0,4,4,4
Nathan Lieuwen,/players/l/lieuwna01.html,2014,BUF,/teams/BUF/2014.html,22,7,5,1,4,0,18,191,173,.906,2.98,0,363,2,.400,0,,,0,0,0,0
Anders Lindback,/players/l/lindban01.html,2014,TBL,/teams/TBL/2014.html,25,23,18,8,12,2,63,580,517,.891,2.90,1,1302,6,.333,3,126,-13.02,0,0,0,2
Henrik Lundqvist,/players/l/lundqhe01.html,2014,NYR,/teams/NYR/2014.html,31,63,62,33,24,5,144,1810,1666,.920,2.36,5,3655,36,.581,9,92,11.96,0,4,4,0
Roberto Luongo,/players/l/luongro01.html,2014,,,34,56,56,25,23,7,129,1589,1460,.919,2.40,4,3222,29,.518,4,94,7.92,0,0,0,2
Joey MacDonald,/players/m/macdojo01.html,2014,CGY,/teams/CGY/2014.html,33,11,9,5,4,1,29,264,235,.890,2.90,0,599,2,.222,2,,,0,0,0,2
Drew MacIntyre,/players/m/macindr01.html,2014,TOR,/teams/TOR/2014.html,30,2,1,0,1,0,4,51,47,.922,2.53,0,95,0,.000,0,,,0,0,0,0
Jacob Markstrom,/players/m/marksja02.html,2014,,,24,16,12,2,8,3,46,361,315,.873,3.39,0,814,3,.250,4,148,-14.89,0,0,0,0
Steve Mason,/players/m/masonst01.html,2014,PHI,/teams/PHI/2014.html,25,61,60,33,18,7,145,1751,1606,.917,2.50,4,3486,35,.583,9,96,5.88,0,1,1,10
Marek Mazanec,/players/m/mazanma01.html,2014,NSH,/teams/NSH/2014.html,22,25,22,8,10,4,64,650,586,.902,2.80,2,1370,11,.500,6,114,-7.99,0,0,0,0
Curtis McElhinney,/players/m/mcelhcu01.html,2014,CBJ,/teams/CBJ/2014.html,30,28,21,10,11,1,64,703,639,.909,2.70,2,1423,12,.571,3,106,-3.43,0,1,1,0
Mike McKenna,/players/m/mckenmi01.html,2014,CBJ,/teams/CBJ/2014.html,30,4,3,1,1,1,11,114,103,.904,3.01,0,219,0,.000,0,,,0,0,0,0
Ryan Miller,/players/m/millery01.html,2014,,,33,59,59,25,30,4,154,1885,1731,.918,2.64,1,3501,36,.610,7,95,8.42,0,2,2,0
Al Montoya,/players/m/montoal01.html,2014,WPG,/teams/WPG/2014.html,28,28,22,13,8,3,59,737,678,.920,2.30,2,1541,13,.591,1,93,4.50,0,0,0,2
