"name","gp","g","a","hits","blocks","ppp","shg","sog","fow"
"Craig Smith","64","13.614","16.55"," 74.5"," 21.48"," 6.6433"," 3.2e-01","143.4"," 64.7"
"Kevin Bieksa","59"," 3.851","12.19","115.6"," 87.30"," 4.3924"," 6.5e-02"," 85.5","  0.0"
"Brooks Orpik","60"," 0.534"," 8.50","164.0","129.47"," 0.5015"," 8.6e-02"," 44.3","  0.0"
"Dennis Wideman","59"," 5.004","17.69"," 50.8"," 86.34"," 8.1644"," 7.4e-02"," 90.4","  0.0"
"Dmitry Kulikov","61"," 3.266","13.69","100.6"," 95.30"," 4.7299"," 1.1e-01"," 79.4","  0.0"
"Marian Gaborik","56","14.466","16.88"," 40.4"," 20.79"," 7.9927"," 2.9e-01","137.3","  7.6"
"Johan Larsson","51"," 6.887"," 9.16"," 80.6"," 25.14"," 2.4744"," 3.0e-01"," 63.6","233.4"
"Curtis Lazar","61"," 6.878"," 9.74"," 95.0"," 34.45"," 0.8631"," 4.3e-01"," 72.0","131.5"
"Marcus Johansson","64","12.225","21.89"," 48.2"," 25.88"," 9.8468"," 2.2e-01","110.7","115.0"
"Michael Raffl","63","10.604","12.11","106.4"," 29.39"," 2.7881"," 3.3e-01","102.4"," 33.9"
"Jaromir Jagr","62","14.808","22.15"," 35.5"," 18.14"," 9.9860"," 1.5e-01","120.2","  0.0"
"Jack Johnson","59"," 4.146","13.07"," 94.4"," 94.24"," 5.2476"," 7.5e-02"," 80.1","  0.0"
"Lars Eller","62","10.036","13.21"," 91.3"," 32.17"," 3.0387"," 4.8e-01","107.5","179.8"
"Matt Cullen","60"," 9.089","14.50"," 41.0"," 31.84"," 4.1654"," 6.7e-01"," 85.6","386.1"
"Patrik Berglund","61","10.977","14.01"," 76.6"," 28.36"," 5.2916"," 3.1e-01","107.3","209.9"
"Ales Hemsky","60","12.509","20.68"," 33.3"," 24.06"," 9.1330"," 2.4e-01","116.1","  8.8"
"John-Michael Liles","61"," 4.339","15.20"," 64.9"," 91.37"," 5.2446"," 2.1e-01"," 82.6","  0.0"
"Brian Boyle","58"," 8.407","10.08"," 94.5"," 37.07"," 1.6725"," 5.7e-01"," 90.4","257.6"
"Tobias Rieder","64","12.389","16.16"," 57.0"," 32.58"," 6.0741"," 4.9e-01","144.0"," 14.0"
"Tomas Tatar","59","13.286","16.63"," 62.1"," 18.15"," 7.9639"," 1.9e-01","119.1"," 11.9"
"Jay Bouwmeester","65"," 4.273","15.19"," 68.6"," 94.85"," 4.7229"," 1.0e-01"," 91.0","  0.0"
"Tommy Wingels","55"," 6.852"," 9.91","152.7"," 42.56"," 2.4880"," 3.1e-01"," 85.8"," 32.6"
"Antoine Roussel","62"," 9.523","11.46"," 98.9"," 42.40"," 2.0605"," 2.7e-01"," 89.0"," 19.8"
"Jamie McGinn","57","11.197","12.25","108.7"," 22.43"," 5.2068"," 2.2e-01","104.4","  9.8"
"Thomas Vanek","59","13.989","19.37"," 27.7"," 17.67"," 9.9957"," 1.6e-01","119.6"," 15.1"
"Nikita Soshnikov","44"," 9.814","10.91","120.6"," 21.68"," 4.9636"," 2.1e-01","117.1","  0.0"
"Nick Holden","58"," 3.087","11.04","141.2"," 82.86"," 2.4116"," 9.1e-02"," 66.4","  0.0"
"Cody Franson","60"," 4.851","16.25"," 75.9"," 65.21"," 7.1361"," 8.1e-02"," 87.2","  0.0"
"Justin Braun","60"," 3.966","13.02"," 76.3"," 99.35"," 2.9983"," 1.7e-01"," 85.5","  0.0"
"Marc Staal","57"," 1.765"," 9.77"," 62.8"," 85.57"," 1.5928"," 1.6e-01"," 52.3","  7.2"
"Anders Lee","54","11.492","14.81","107.4"," 25.77"," 6.4862"," 1.4e-01","114.4","  7.0"
"Mark Letestu","58"," 8.069","13.43"," 56.3"," 26.19"," 4.5979"," 5.5e-01"," 80.4","379.2"
"Lauri Korpikoski","61"," 8.280","10.66"," 89.8"," 43.47"," 2.3418"," 4.1e-01"," 81.4"," 24.6"
"T.J. Brodie","58"," 5.456","19.94"," 27.4"," 84.87"," 7.5239"," 1.3e-01"," 78.4","  0.0"
"Evan Rodrigues","40","15.142","15.02"," 52.8"," 13.56"," 6.2201"," 3.1e-01","140.5","  0.0"
"Matt Dumba","62"," 6.810","14.83"," 67.4"," 52.65"," 6.9047"," 3.8e-02","107.9","  0.0"
"Mathieu Perreault","57"," 9.890","18.29"," 69.6"," 28.90"," 7.9430"," 1.1e-01","100.1","114.1"
"Nikolaj Ehlers","63","13.294","17.74"," 32.6"," 19.60"," 8.4256"," 1.3e-01","136.2","  0.0"
"Matt Martin","55"," 5.117"," 5.57","223.0"," 23.70"," 0.8434"," 2.0e-01"," 58.4","  7.8"
"Cal Clutterbuck","54"," 6.204"," 5.04","184.4"," 27.39","-0.1871"," 5.0e-01"," 62.8","  8.1"
"Max Domi","67","13.443","22.77"," 34.2"," 20.23","10.4621"," 1.2e-01","127.9"," 23.1"
"Matt Hendricks","57"," 4.277"," 6.80","139.8"," 51.88","-0.1071"," 4.6e-01"," 55.4","170.8"
"Kevin Klein","56"," 3.558","11.36"," 91.6","112.16"," 1.7158"," 1.3e-01"," 63.4","  0.0"
"Peter Holland","56"," 9.839","15.06"," 73.9"," 21.77"," 6.4277"," 2.5e-01","103.5","184.2"
"Freddie Hamilton","45"," 7.219"," 9.89"," 91.4"," 24.89"," 2.5397"," 1.5e+00"," 70.2","117.7"
"Marco Scandella","58"," 5.133","13.14"," 63.4"," 82.38"," 3.9570"," 1.6e-01"," 91.8","  0.0"
"Oscar Klefbom","52"," 5.300","13.50"," 45.3"," 97.56"," 4.6136"," 1.5e-01"," 82.8","  0.0"
"Kris Versteeg","58","12.022","16.32"," 31.3"," 25.55"," 6.8066"," 3.2e-01","114.1"," 18.6"
"Marcus Foligno","55"," 7.082"," 9.98","133.9"," 33.12"," 1.8112"," 3.9e-01"," 63.8"," 17.4"
"Zemgus Girgensons","59"," 7.530","10.77","106.9"," 36.54"," 2.0978"," 4.2e-01"," 88.7","147.1"
"Jannik Hansen","61","12.863","14.51"," 52.9"," 21.71"," 3.5849"," 5.3e-01","108.5"," 12.5"
"Eric Fehr","53"," 7.543"," 8.33"," 60.0"," 37.85"," 1.0769"," 6.2e-01"," 75.4"," 89.3"
"David Desharnais","58"," 8.961","17.50"," 37.9"," 26.53"," 6.3693"," 2.5e-01"," 77.4","340.3"
"J.T. Miller","55"," 9.417","12.27","110.7"," 33.53"," 3.6544"," 2.6e-01"," 92.8"," 56.7"
"Alexei Emelin","53"," 1.950"," 6.77","171.6"," 82.87"," 1.2160"," 9.9e-02"," 46.2","  0.0"
"Trevor Daley","64"," 5.672","15.97"," 45.9"," 69.26"," 6.0439"," 9.5e-02"," 96.8","  0.0"
"Vincent Lecavalier","53"," 8.801","13.47"," 61.8"," 25.28"," 5.7616"," 2.2e-01"," 79.7","322.8"
"Dan Boyle","57"," 4.866","15.68"," 53.7"," 79.77"," 7.4527"," 3.0e-04"," 77.9","  0.0"
"Lance Bouma","56"," 5.148"," 6.50","138.3"," 50.08"," 0.3598"," 2.4e-01"," 60.6"," 14.5"
"Karl Alzner","58"," 1.549"," 9.73"," 95.1","128.66"," 1.1890"," 1.3e-01"," 55.0","  0.0"
"Ryan Spooner","53"," 9.969","18.85"," 43.1"," 18.17"," 9.1183"," 2.4e-01","102.0","184.5"
"Teddy Purcell","60","12.017","18.80"," 37.0"," 17.01"," 8.4521"," 2.1e-01","113.5","  8.9"
"Nail Yakupov","60","10.737","14.64"," 65.6"," 24.43"," 6.2818"," 1.6e-01","114.9","  0.0"
"Brian Campbell","64"," 4.652","18.87"," 35.1"," 69.13"," 7.2831"," 1.5e-01"," 79.5","  0.0"
"Jiri Hudler","63","12.630","20.53"," 37.6"," 13.58"," 8.6555"," 1.4e-01"," 99.1"," 16.8"
"Mattias Ekholm","58"," 4.804","14.41"," 55.5"," 76.34"," 3.9421"," 2.5e-01"," 80.0","  0.0"
"Ron Hainsey","60"," 3.703","12.08"," 71.1"," 90.89"," 3.6553"," 1.2e-01"," 82.1","  0.0"
"Brad Richards","56","10.814","19.03"," 24.4"," 16.83","10.1878"," 1.3e-01","119.9","172.5"
"Brian Flynn","54"," 6.531"," 7.70"," 38.2"," 32.21"," 0.7779"," 5.3e-01"," 69.6","171.4"
"Derek MacKenzie","53"," 5.044"," 8.10","119.8"," 32.39"," 1.3182"," 3.4e-01"," 56.4","301.3"
"Brad Richardson","57"," 7.582","12.25"," 54.0"," 35.54"," 2.8154"," 4.8e-01"," 79.7","297.1"
"Kevin Connauton","58"," 4.739","12.00"," 91.7"," 60.38"," 3.6768"," 1.1e-01"," 90.0","  0.0"
"Alex Killorn","63","11.189","16.88"," 68.9"," 24.28"," 5.7977"," 2.8e-01","116.6"," 31.6"
"Dennis Seidenberg","56"," 1.960"," 9.86","107.1","101.23"," 1.7503"," 9.7e-02"," 65.6","  0.0"
"Olli Maatta","57"," 4.591","12.72"," 72.2"," 77.69"," 3.4309"," 1.5e-01"," 79.9","  0.0"
"Kevan Miller","56"," 2.346"," 9.45","121.7"," 92.74"," 1.2672"," 1.2e-01"," 57.0","  0.0"
"Niklas Kronwall","57"," 3.308","16.07"," 78.1"," 73.67"," 7.4310","-6.0e-02"," 62.5","  0.0"
"Jori Lehtera","63"," 8.053","16.94"," 39.1"," 22.95"," 5.4385"," 2.4e-01"," 71.8","376.1"
"Alex Burrows","61","10.047","11.50"," 69.7"," 27.52"," 3.3245"," 3.5e-01","101.7"," 16.5"
"Mike Ribeiro","59"," 8.016","21.90"," 47.6"," 20.52"," 9.5512"," 6.8e-02"," 66.8","227.1"
"Jaccob Slavin","59"," 4.022","14.24"," 40.1"," 99.37"," 4.1702"," 9.4e-02"," 82.8","  0.0"
"Darnell Nurse","53"," 2.912"," 8.84","119.2"," 74.80"," 1.8410"," 1.2e-01"," 76.2","  0.0"
"Brayden McNabb","59"," 1.795"," 9.89","141.6"," 73.52"," 1.8019"," 8.4e-02"," 60.3","  0.0"
"Jacob Josefson","54"," 6.293","11.53"," 65.5"," 35.41"," 4.5497"," 3.1e-01"," 73.9","271.7"
"Ben Hutton","64"," 4.095","16.38"," 39.0"," 81.28"," 5.6921"," 4.4e-02"," 89.7","  0.0"
"Micheal Ferland","55"," 7.105"," 9.01","144.9"," 19.60"," 2.1704"," 2.2e-01"," 87.9"," 10.8"
"Andrew Cogliano","64"," 8.511","12.85","100.3"," 28.46"," 2.5954"," 5.2e-01"," 95.1"," 39.3"
"Noah Hanifin","65"," 4.714","14.28"," 56.5"," 65.85"," 5.0382"," 3.7e-02"," 96.9","  0.0"
"Joffrey Lupul","56","11.367","11.80"," 75.3"," 21.21"," 5.3605"," 1.3e-01","111.0","  0.0"
"Tanner Pearson","55","10.109","12.28"," 77.1"," 25.45"," 3.6408"," 2.3e-01"," 94.3"," 11.4"
"Dan Hamhuis","63"," 3.310","12.89"," 75.3"," 80.36"," 3.5881"," 9.1e-02"," 76.9","  0.0"
"Mark Arcobello","53"," 8.431","10.24"," 68.9"," 17.90"," 3.3133"," 3.7e-01"," 92.4","312.4"
"Christian Ehrhoff","59"," 4.692","14.97"," 55.2"," 53.99"," 7.3438"," 1.3e-02"," 92.2","  0.0"
"J.T. Brown","59"," 8.064"," 9.43"," 84.8"," 31.79"," 2.1874"," 2.8e-01"," 94.5"," 21.2"
"Ryan Murray","56"," 3.113","13.83"," 44.4","104.39"," 5.0052"," 4.7e-02"," 63.7","  0.0"
"Michael McCarron","43"," 5.344"," 4.26"," 95.9"," 16.17"," 0.6200"," 2.4e-01"," 75.4","175.0"
"Jimmy Hayes","54"," 9.335","11.46"," 92.7"," 16.83"," 3.8821"," 2.2e-01"," 89.1"," 30.7"
"Dmitry Orlov","68"," 4.459","13.95"," 93.7"," 57.16"," 2.9123"," 7.6e-03"," 77.4","  0.0"
"Jason Zucker","51","10.082"," 9.88"," 65.6"," 25.01"," 2.5994"," 4.2e-01","105.4","  6.6"
"Nate Thompson","55"," 3.695"," 5.50","112.1"," 44.03","-0.8526"," 4.5e-01"," 49.7","261.3"
"Linden Vey","53"," 6.594","12.57"," 18.7"," 15.11"," 4.2933"," 1.8e-01"," 55.0","222.3"
"Calle Jarnkrok","60"," 9.396","14.32"," 39.6"," 23.12"," 3.6084"," 4.2e-01"," 87.3","257.5"
"Riley Sheahan","55"," 8.121","12.18"," 57.1"," 29.38"," 3.3300"," 4.1e-01"," 80.6","218.6"
"Justin Schultz","59"," 4.332","15.03"," 43.4"," 71.23"," 6.4811"," 1.3e-02"," 76.9","  0.0"
"Johnny Oduya","62"," 1.438","10.43"," 64.7","116.73"," 1.0313"," 2.3e-01"," 53.8","  0.0"
"Joonas Donskoi","63","10.250","16.08"," 30.4"," 31.49"," 5.6505"," 1.4e-01"," 94.5","  8.9"
"Matt Hunwick","55"," 2.184"," 8.99","105.7"," 86.12"," 1.6990"," 7.0e-02"," 63.2","  0.0"
"John Moore","57"," 3.622","11.54"," 77.0"," 68.98"," 3.5592"," 8.3e-02"," 77.2","  0.0"
"Oscar Lindberg","52"," 7.610","11.41","102.2"," 26.60"," 3.1163"," 2.5e-01"," 79.6","101.9"
"Brenden Dillon","55"," 2.050"," 7.74","115.2"," 71.64"," 1.5023"," 1.9e-01"," 62.3","  0.0"
"Shawn Horcoff","57"," 6.315","11.64"," 60.1"," 27.45"," 2.8561"," 3.6e-01"," 64.2","321.0"
"Alex Tanguay","58"," 8.899","18.25"," 29.5"," 29.40"," 7.2933"," 1.2e-01"," 66.8"," 13.1"
"Pascal Dupuis","54"," 7.403"," 7.08"," 98.8"," 35.00"," 1.0865"," 2.5e-01"," 79.9"," 15.2"
"Phil Di Giuseppe","49"," 7.677"," 8.55","121.9"," 23.13"," 1.7962"," 1.9e-01"," 76.7"," 13.5"
"Vernon Fiddler","60"," 7.328","10.97"," 43.0"," 30.34"," 1.4014"," 5.4e-01"," 73.3","320.0"
"David Pastrnak","55","11.903","12.54"," 60.1"," 18.19"," 3.7458"," 1.7e-01","109.2","  0.0"
"Ryan White","50"," 5.190"," 7.05","133.5"," 35.18"," 0.9603"," 2.2e-01"," 58.5","117.3"
"Matt Calvert","54"," 8.404","10.49"," 74.0"," 32.41"," 2.2744"," 2.5e-01"," 80.2"," 10.6"
"Teuvo Teravainen","52"," 8.799","12.26"," 29.4"," 21.74"," 4.4670"," 2.2e-01"," 86.1"," 91.6"
"Milan Michalek","54"," 9.097","11.73"," 54.2"," 30.73"," 4.5794"," 1.8e-01"," 83.1","  9.7"
"David Schlemko","51"," 4.153","12.57"," 48.4"," 68.61"," 5.7894"," 7.2e-02"," 74.5","  0.0"
"Ryan Strome","59"," 8.941","14.53"," 70.0"," 21.64"," 4.8257"," 2.2e-01","103.5"," 61.6"
"Joe Colborne","52"," 8.246","14.56"," 88.0"," 24.94"," 4.3454"," 2.1e-01"," 70.2"," 80.3"
"Ryan Garbutt","55"," 6.921"," 6.45","113.4"," 23.99"," 0.6055"," 4.1e-01"," 83.6","  9.8"
"Andre Burakovsky","61","11.132","14.13"," 37.8"," 19.63"," 4.1034"," 1.9e-01"," 96.9"," 28.0"
"Nikolay Kulemin","57"," 6.917"," 8.79"," 84.3"," 35.69"," 1.4945"," 2.5e-01"," 66.8"," 23.3"
"Steven Kampfer","43"," 2.759"," 5.73"," 63.8"," 60.70"," 0.9676"," 1.1e-01"," 49.9","  5.8"
"Ben Lovejoy","51"," 1.942"," 7.15","112.9"," 78.77"," 1.2639"," 9.6e-02"," 59.5","  0.0"
"Sam Bennett","52"," 8.713","15.15"," 70.8"," 22.87"," 5.1521"," 1.4e-01"," 79.7"," 99.9"
"Chris Wagner","45"," 4.245"," 4.58"," 95.4"," 25.84"," 0.2662"," 1.9e-01"," 47.6","149.2"
"Zach Sill","45"," 4.139"," 6.72"," 91.5"," 27.36"," 1.6135"," 2.1e-01"," 44.0","127.1"
"Viktor Stalberg","55"," 7.681"," 7.59","103.2"," 26.85"," 1.3326"," 2.1e-01"," 85.0","  7.9"
"Alexander Burmistrov","65"," 6.866","10.50"," 94.5"," 26.28"," 1.1260"," 2.1e-01"," 82.8","160.8"
"Eric Gryba","54"," 0.745"," 6.59","132.7"," 79.65"," 0.5712"," 8.6e-02"," 52.7","  0.0"
"Torrey Mitchell","59"," 6.275"," 9.13"," 68.1"," 33.72"," 0.8806"," 4.7e-01"," 62.3","249.9"
"Sergey Kalinin","61"," 6.124"," 6.96","103.9"," 21.03"," 0.3928"," 1.4e-01"," 60.2","104.9"
"Jake Virtanen","55"," 7.970"," 7.30","116.0"," 20.12"," 1.1224"," 2.0e-01"," 90.4","  8.3"
"Brendan Leipsic","38"," 7.094","10.72"," 67.2"," 30.63"," 4.9190"," 1.3e-01"," 70.1"," 16.2"
"Josh Gorges","56"," 0.470"," 7.54","100.6","111.29"," 0.5319"," 6.9e-02"," 42.7","  0.0"
"Taylor Fedun","29"," 3.876","12.24"," 73.0"," 74.14"," 3.7023"," 9.6e-02"," 41.6","  0.0"
"Phillip Danault","46"," 5.023"," 6.71"," 49.0"," 22.74"," 1.1285"," 2.4e-01"," 54.4","201.1"
"Erik Gudbranson","55"," 1.259"," 6.82","127.8"," 68.55"," 1.0047"," 9.5e-02"," 58.7","  0.0"
"Nick Spaling","57"," 4.766"," 8.98"," 70.1"," 41.61"," 1.0346"," 2.8e-01"," 54.2","259.1"
"Patrick Maroon","52"," 7.894","10.18","105.7"," 14.20"," 3.5807"," 1.6e-01"," 75.1"," 16.5"
"Dominic Moore","61"," 5.608"," 8.99"," 54.1"," 30.33"," 0.9051"," 3.9e-01"," 66.4","345.6"
"Devante Smith-Pelly","52"," 8.208"," 9.91"," 91.2"," 22.26"," 2.2670"," 2.9e-01"," 74.6","  8.3"
"Niklas Hjalmarsson","59"," 2.629","12.30"," 37.6","101.23"," 2.1777"," 1.3e-01"," 63.4","  0.0"
"Michal Rozsival","59"," 1.798","12.05"," 90.3"," 75.43"," 2.9290"," 2.9e-02"," 52.4","  0.0"
"Marek Zidlicky","57"," 2.900","14.83"," 50.1"," 73.68"," 5.8160","-9.8e-03"," 58.1","  0.0"
"Valeri Nichushkin","59"," 8.463","12.07"," 63.4"," 26.58"," 3.1755"," 1.9e-01"," 93.5","  0.0"
"Andrew MacDonald","52"," 2.006","11.38"," 35.7","115.93"," 2.8210"," 9.7e-02"," 49.9","  0.0"
"Colin Wilson","59"," 8.782","14.69"," 63.8"," 27.48"," 4.2424"," 1.8e-01"," 94.3"," 30.6"
"Joel Edmundson","58"," 1.514"," 6.81","132.4"," 58.16"," 0.8068"," 5.1e-02"," 69.0","  0.0"
"Paul Gaustad","55"," 3.191"," 6.04"," 94.9"," 31.40","-0.5887"," 3.3e-01"," 41.3","369.7"
"Darren Helm","53"," 7.588"," 9.52"," 89.4"," 23.21"," 2.3732"," 3.2e-01"," 92.0"," 80.5"
"Adam Cracknell","44"," 5.247"," 5.54"," 97.6"," 23.46"," 0.7566"," 1.9e-01"," 51.5","107.5"
"Jason Garrison","53"," 2.800"," 8.74"," 73.0"," 78.41"," 2.3715"," 1.0e-01"," 66.1","  0.0"
"R.J. Umberger","55"," 7.178"," 9.88"," 79.2"," 24.42"," 2.5171"," 1.6e-01"," 76.0"," 31.9"
"Emerson Etem","49"," 6.933"," 7.40"," 80.3"," 34.71"," 1.4718"," 2.7e-01"," 76.3","  7.3"
"Tomas Fleischmann","57"," 9.642","11.96"," 41.2"," 18.47"," 3.3138"," 3.4e-01"," 91.4"," 26.5"
"Mike Richards","51"," 4.974"," 9.67"," 57.0"," 27.52"," 2.8343"," 3.9e-01"," 56.1","307.6"
"Josh Bailey","58"," 8.661","12.54"," 43.6"," 21.99"," 3.6829"," 1.9e-01"," 78.4"," 45.6"
"Gabriel Bourque","50"," 4.164"," 5.38","117.9"," 45.36"," 0.1447"," 1.2e-01"," 52.1","  0.0"
"Mikhail Grabovski","54"," 8.198","13.63"," 36.4"," 26.37"," 3.8814"," 2.2e-01"," 78.7","214.3"
"Viktor Arvidsson","52"," 9.215","10.13"," 38.7"," 30.00"," 3.1958"," 2.3e-01","107.3","  0.0"
"Derek Dorsett","54"," 5.566"," 7.12","102.9"," 33.29"," 0.8688"," 2.4e-01"," 65.5"," 10.1"
"Adam Larsson","53"," 0.869"," 8.00","102.8"," 91.58"," 0.8671"," 7.0e-02"," 44.6","  0.0"
"Mike Weber","52"," 0.886"," 6.48","124.4"," 75.91"," 0.7350"," 9.7e-02"," 45.6","  0.0"
"Patrick Sieloff","31"," 9.796"," 7.91"," 79.8"," 54.86"," 2.0244"," 8.1e-03"," 39.5","  0.0"
"Andrej Nestrasil","56","10.179","13.11"," 38.8"," 15.50"," 4.0959"," 2.3e-01","102.0"," 20.2"
"Cody McLeod","59"," 5.432"," 4.65","154.7"," 24.46","-0.9088"," 1.7e-01"," 59.0","  7.9"
"Dave Bolland","51"," 5.132"," 9.97"," 71.1"," 22.41"," 2.8763"," 2.2e-01"," 53.7","307.4"
"Matt Nieto","60"," 8.320"," 9.56"," 41.2"," 30.40"," 1.2807"," 4.8e-01"," 86.0","  8.5"
"Chris Stewart","56"," 9.041","11.74"," 74.4"," 15.53"," 4.1652"," 1.4e-01"," 83.3"," 10.2"
"Patrik Elias","51"," 8.771","15.02"," 34.3","  9.76"," 6.5130"," 1.3e-01"," 77.9"," 56.1"
"Brett Connolly","50"," 6.864"," 8.43"," 89.2"," 25.53"," 2.2970"," 1.5e-01"," 70.7"," 22.1"
"Radek Faksa","52"," 6.717"," 9.31"," 54.3"," 32.35"," 1.5397"," 2.4e-01"," 77.3","218.6"
"Jay Beagle","50"," 6.101"," 9.19"," 61.8"," 24.69"," 1.9251"," 3.4e-01"," 62.8","275.4"
"Deryk Engelland","54"," 1.344"," 8.21"," 92.4"," 82.69"," 1.1919"," 9.4e-02"," 50.8","  0.0"
"Patrick Eaves","52"," 8.446"," 8.95"," 71.5"," 21.58"," 3.3625"," 2.1e-01"," 83.0","  9.2"
"Brendan Smith","57"," 3.180","11.00"," 84.3"," 50.30"," 2.5921"," 5.8e-02"," 68.7","  0.0"
"Colton Sceviour","52"," 7.800","12.17"," 61.1"," 37.39"," 3.3294"," 1.8e-01"," 82.3"," 17.5"
"Brandon Pirri","49"," 9.121","12.50"," 58.5"," 17.72"," 5.4086"," 1.5e-01"," 91.7"," 82.5"
"Brandon Davidson","48"," 3.052"," 8.27"," 69.4"," 80.02"," 1.7004"," 9.5e-02"," 60.4","  0.0"
"Chris Tierney","60"," 6.952","12.26"," 28.9"," 28.68"," 1.9961"," 4.1e-01"," 73.2","257.3"
"Nick Shore","55"," 5.239"," 8.88"," 79.0"," 17.50"," 1.5275"," 2.6e-01"," 68.5","285.0"
"Tanner Glass","53"," 3.439"," 2.91","183.4"," 23.18","-0.9160"," 1.1e-01"," 41.9"," 12.8"
"Simon Despres","46"," 1.845"," 6.48"," 92.1"," 89.36"," 1.0055"," 7.4e-02"," 45.0","  0.0"
"Gustav Nyquist","55"," 9.929","15.15"," 49.1"," 18.61"," 6.6341"," 8.2e-02","102.1","  0.0"
"Sam Reinhart","55","10.872","14.42"," 31.4"," 20.25"," 5.7768"," 1.9e-01","104.1"," 42.1"
"Melker Karlsson","53"," 7.739"," 7.52"," 66.7"," 34.89"," 1.0231"," 1.8e-01"," 76.5"," 15.1"
"Thomas Hickey","57"," 2.336"," 9.45"," 69.2"," 83.55"," 1.4604"," 9.6e-02"," 54.5","  0.0"
"Ben Smith","43"," 5.417"," 6.38"," 42.9"," 29.22"," 0.4932"," 1.8e-01"," 41.0","161.8"
"Johan Franzen","46"," 7.338","12.53"," 54.3"," 16.75"," 9.5036","-7.0e-02"," 71.2","  0.0"
"Colin Miller","51"," 3.988","13.24"," 53.0"," 47.08"," 5.1793","-5.8e-03"," 71.3","  0.0"
"Brad Boyes","56"," 9.076","13.61"," 31.5"," 19.27"," 4.9352"," 1.4e-01"," 84.2"," 28.4"
"Daniel Winnik","58"," 6.568"," 8.45"," 56.5"," 34.82"," 1.1806"," 2.7e-01"," 74.4"," 20.5"
"Andy Greene","57"," 1.503"," 9.70"," 57.4"," 98.69"," 1.5853"," 6.6e-02"," 49.9","  0.0"
"Rene Bourque","53"," 6.695"," 6.83"," 87.1"," 23.48"," 1.4075"," 2.7e-01"," 76.5","  9.3"
"Brian Dumoulin","42"," 3.030"," 6.96"," 48.2"," 42.92"," 1.7220"," 9.7e-02"," 47.0","  5.3"
"Joonas Kemppainen","48"," 3.539"," 4.29"," 41.2"," 17.43","-0.8338"," 4.3e-01"," 38.9","236.2"
"Marc Methot","53"," 1.457"," 7.48"," 99.5"," 71.35"," 1.0711"," 7.2e-02"," 49.8","  0.0"
"Tom Kuhnhackl","48"," 5.588"," 7.57"," 65.7"," 31.31"," 0.8206"," 6.0e-01"," 59.0","  0.0"
"Josh Manson","53"," 1.982"," 7.10","110.9"," 55.41"," 1.0819"," 5.5e-02"," 58.2","  0.0"
"Max McCormick","41"," 5.492"," 4.78"," 86.7"," 19.98"," 0.7201"," 1.9e-01"," 67.6"," 79.0"
"Beau Bennett","48"," 7.552"," 9.47"," 89.9"," 14.31"," 3.2997"," 1.5e-01"," 72.3","  8.1"
"Chris Wideman","58"," 4.001"," 9.20"," 53.5"," 64.07"," 1.7847"," 4.8e-02"," 78.5","  0.0"
"Boyd Gordon","54"," 3.444"," 6.48"," 31.9"," 39.59","-0.4528"," 4.6e-01"," 44.0","401.2"
"Jordie Benn","53"," 1.704"," 9.53"," 77.1"," 77.63"," 1.4253"," 5.8e-02"," 49.1","  0.0"
"Damon Severson","58"," 3.293","12.80"," 54.6"," 43.43"," 4.2581"," 4.4e-03"," 75.9","  0.0"
"David Jones","51"," 6.817"," 6.80"," 93.3"," 24.38"," 0.7553"," 2.1e-01"," 62.9"," 16.7"
"Cedric Paquette","48"," 3.918"," 5.90","110.3"," 31.63","-0.1664"," 3.6e-01"," 42.6","137.6"
"Zbynek Michalek","55"," 1.167"," 6.87"," 71.2"," 94.10"," 0.6898"," 6.9e-02"," 53.8","  0.0"
"Ian Cole","49"," 2.510"," 7.17"," 79.2"," 79.03"," 1.0717"," 6.0e-02"," 48.6","  0.0"
"Chris VandeVelde","62"," 3.713"," 7.07","105.5"," 41.13","-0.4273"," 3.7e-01"," 61.2"," 11.6"
"Robby Fabbri","61","11.040","15.31"," 47.9"," 10.31"," 5.5946"," 9.4e-02"," 99.3"," 11.9"
"Braydon Coburn","56"," 1.407"," 8.20"," 84.3"," 67.59"," 1.6353"," 6.2e-02"," 57.7","  0.0"
"Stephen Gionta","47"," 4.098"," 4.97"," 68.8"," 22.71","-0.2948"," 1.6e-01"," 38.7","153.0"
"Brett Pesce","60"," 3.486","11.35"," 31.5"," 69.40"," 3.2595"," 1.5e-02"," 74.9","  0.0"
"Danny DeKeyser","54"," 2.036"," 8.71"," 68.1"," 75.27"," 1.5309"," 9.9e-02"," 51.1","  0.0"
"Adam McQuaid","51","-0.042"," 5.82","108.1"," 89.57","-0.0671"," 5.2e-02"," 35.4","  0.0"
"Nathan Beaulieu","50"," 2.411","10.61"," 52.2"," 69.61"," 2.4709"," 7.8e-02"," 59.6","  0.0"
"Matt Stajan","56"," 4.618"," 8.56"," 60.2"," 32.34"," 0.2315"," 3.6e-01"," 42.1","263.9"
"Carl Gunnarsson","56"," 1.464"," 8.87"," 62.5"," 90.16"," 1.0233"," 7.8e-02"," 46.9","  0.0"
"Jesper Fast","51"," 5.511"," 8.44"," 78.6"," 34.29"," 1.3331"," 1.9e-01"," 50.4","  6.7"
"Mark Stuart","53","-0.656"," 4.28","125.5"," 93.77","-0.8583"," 2.4e-02"," 31.8","  0.0"
"Alex Chiasson","55"," 7.567"," 8.19"," 76.6"," 22.62"," 1.1817"," 2.3e-01"," 66.6"," 13.2"
